日期,计划量_kWh,紧急电量_kWh,计划费_元,调整费_元,紧急费_元,合计费用_元,弃电量_kWh,期初储电量_kWh,期末储电量_kWh
2025-08-16,41831.2539821986,0.0,23656.50349115365,0.0,0.0,23656.50349115365,21923.326075285935,2177.867176416242,2315.8472707165556
2025-08-17,77275.60279431497,30.871674519078056,55666.34918850448,0.0,256.7648731515701,55923.11406165605,10338.620297766342,2315.8472707165556,2579.282816449334
2025-08-18,76500.74518359778,110.54157947081433,55353.7884155161,0.0,936.387994440176,56290.17640995628,8471.957716045361,2579.282816449334,2649.1052722877857
2025-08-19,76052.55716176405,36.69553732132238,55588.27933541044,0.0,309.982433190714,55898.26176860116,8687.162303092657,2649.1052722877857,2349.619313602106
2025-08-20,76262.77604080524,319.61527259194133,56292.72418934639,0.0,1938.2901074475935,58231.01429679398,2017.380178422784,2349.619313602106,2176.788054825452
2025-08-21,78858.89192740383,0.0,57058.114104414606,0.0,0.0,57058.114104414606,9256.736838319393,2176.788054825452,2510.820484114763
2025-08-22,41746.709760271086,0.0,23697.66418889573,0.0,0.0,23697.66418889573,18279.05700974339,2510.820484114763,2098.919015970164
2025-08-23,42527.749854853035,0.0,23722.900224485937,0.0,0.0,23722.900224485937,17097.872663549395,2098.919015970164,2312.1395387360913
2025-08-24,80230.84034952897,0.0,57703.77248240104,0.0,0.0,57703.77248240104,12520.067306216202,2312.1395387360913,2657.327103973401
2025-08-25,79644.78853906621,0.698490685067668,57947.427187058296,0.0,5.804108347569787,57953.231295405865,5160.949501382983,2657.327103973401,2589.5274097637657
2025-08-26,79628.99016819205,0.0,57216.688837547415,0.0,0.0,57216.688837547415,10129.065808434541,2589.5274097637657,2912.034120914692
2025-08-27,78868.13567411163,0.0,57452.93468965571,0.0,0.0,57452.93468965571,7535.368539389574,2912.034120914692,2505.7902486117746
2025-08-28,80062.914918144,15.470689710524198,58321.56814234107,0.0,131.0236401816615,58452.59178252273,5419.005954420638,2505.7902486117746,2566.688245587896
2025-08-29,43143.828121378414,0.0,24393.85732530888,0.0,0.0,24393.85732530888,17828.648501347136,2566.688245587896,2689.2045235267424
2025-08-30,40495.96427270787,0.0,22922.854986382285,0.0,0.0,22922.854986382285,20354.562103558183,2689.2045235267424,1483.9463931910577
2025-08-31,75260.34877175764,51.935731741332575,53799.4344311461,0.0,435.00049531024007,54234.43492645634,4188.9092198244,1483.9463931910577,2065.27665458767
2025-09-01,74675.47127343153,0.0,48378.923628458986,0.0,0.0,48378.923628458986,14108.603092602805,2065.27665458767,5621.38998694045
2025-09-02,70026.02396575306,0.0,45914.85854347945,0.0,0.0,45914.85854347945,12737.122431944264,5621.38998694045,5416.935427844092
2025-09-03,69016.84425074932,0.0,46704.53357073762,0.0,0.0,46704.53357073762,10447.416805708872,5416.935427844092,5335.178210605987
2025-09-04,69404.57862079248,0.0,46394.068583034765,0.0,0.0,46394.068583034765,12125.95965644269,5335.178210605987,5356.526928660717
2025-09-05,36696.61517479166,0.0,18415.68316993765,0.0,0.0,18415.68316993765,27449.889440767154,5356.526928660717,5210.006173957152
2025-09-06,37536.17812422967,0.0,18897.74177100203,0.0,0.0,18897.74177100203,26482.699354898334,5210.006173957152,5694.4852788742755
2025-09-07,68042.3003439634,0.0,45449.42111352217,0.0,0.0,45449.42111352217,10052.5940392158,5694.4852788742755,5309.754400121749
2025-09-08,59168.983930019465,831.4037715418576,39225.121423191915,0.0,5439.246989716868,44664.368412908785,813.2532175814678,5309.754400121749,1693.7385158880304
2025-09-09,64660.13889212531,9.099616666666748,41517.85551483747,0.0,62.02298720000055,41579.87850203747,7096.212950661195,1693.7385158880304,2310.170899107653
2025-09-10,63075.231180936404,2312.6215789174544,41474.974834803754,0.0,14224.50158015432,55699.47641495807,710.014418776686,2310.170899107653,1934.860568101625
2025-09-11,65417.44191669985,0.0,41933.01043401066,0.0,0.0,41933.01043401066,7684.514877417495,1934.860568101625,2343.633546004164
2025-09-12,31811.170249184815,0.0,14816.645958012079,0.0,0.0,14816.645958012079,17591.939123631804,2343.633546004164,2387.783661221407
2025-09-13,32553.686321695302,0.0,14976.26246964505,0.0,0.0,14976.26246964505,21601.7882904939,2387.783661221407,2571.807751729533
2025-09-14,62984.3452880275,235.48357404550313,41343.50128134461,0.0,1516.9332257674864,42860.43450711209,584.8233629584188,2571.807751729533,1338.5208637260282
2025-09-15,63894.577721473484,297.3839601183426,40919.41530277915,0.0,2011.2134559155104,42930.62875869466,4853.548892604765,1338.5208637260282,1392.6558447827845
2025-09-16,62375.584249060594,869.5656948430583,40834.23474303725,0.0,4796.093858820911,45630.32860185816,34.114235053339826,1392.6558447827845,1200.0
2025-09-17,63855.8248877738,808.2187743815149,41053.78083792083,0.0,4497.551159510256,45551.33199743109,670.4360318560969,1200.0,1200.0
2025-09-18,63903.83921228009,439.5166283788694,40725.25299104012,0.0,2551.824764529751,43277.07775556987,1272.2970557301219,1200.0,1229.3250917206972
2025-09-19,31685.75909921425,535.16628556116,14182.649004334073,0.0,2069.2100435451102,16251.859047879183,12999.096219896444,1229.3250917206972,1348.7008126183996
2025-09-20,31518.500721213844,948.2688516567819,13704.875671721074,0.0,4081.3737348091395,17786.249406530213,13664.569529569511,1348.7008126183996,1499.065045320807
2025-09-21,66608.37277590449,366.8586626193674,43165.32608668327,0.0,2317.1967823933132,45482.52286907659,4939.770342768614,1499.065045320807,1406.1201455878002
2025-09-22,66156.34249211392,854.5342126155138,43203.940983531254,0.0,4940.608053151029,48144.549036682285,2674.57349373157,1406.1201455878002,1247.2121410868585
2025-09-23,66898.71319211676,978.0784546039346,43331.47105786578,0.0,6341.559220091255,49673.03027795704,1463.4532468286761,1247.2121410868585,1482.2682686917917
2025-09-24,66910.67344899563,590.5533659471466,43079.74890788202,0.0,3262.11081795087,46341.859725832895,2456.4603406308725,1482.2682686917917,1389.8825728861389
2025-09-25,66662.30180834216,366.70402445421496,43142.51562178439,0.0,1552.0694682581668,44694.58509004256,2821.8016001372303,1389.8825728861389,1200.0
2025-09-26,32804.33976903044,17.3779030125487,14341.781918316614,0.0,28.854188379143885,14370.636106695758,11959.842938727103,1200.0,1335.85833663898
2025-09-27,32577.95060353572,924.4284789183167,14747.327108520387,0.0,3934.9318867140337,18682.25899523442,12706.447971808628,1335.85833663898,1200.0
2025-09-28,68930.52795873435,197.7330815771568,44938.95928824111,0.0,939.8399056056678,45878.799193846775,1298.523277734167,1200.0,1200.0
2025-09-29,69595.58554557184,235.217179911141,45144.93639428857,0.0,1515.302413360641,46660.238807649206,2851.5522390880155,1200.0,1241.9993180473693
2025-09-30,70170.4131761501,543.4199227189765,45858.56384003999,0.0,3129.5921008782116,48988.1559409182,976.301986287,1241.9993180473693,1294.6939027950455
2025-10-01,71249.46197650782,0.0,44056.420817951774,0.0,0.0,44056.420817951774,15616.145852343496,1294.6939027950455,3616.2174458832083
2025-10-02,65618.66610878208,0.0,41336.70044646726,0.0,0.0,41336.70044646726,9980.332352053465,3616.2174458832083,3847.4120300237028
2025-10-03,30094.691693330693,0.0,12911.563130516039,0.0,0.0,12911.563130516039,19732.572641142026,3847.4120300237028,3536.577665750687
2025-10-04,31427.3205910558,0.0,13899.873057738872,0.0,0.0,13899.873057738872,15438.900096106743,3536.577665750687,3507.206014776195
2025-10-05,63065.045797647756,0.0,40384.00062270406,0.0,0.0,40384.00062270406,4732.28918341726,3507.206014776195,3421.0912747455554
2025-10-06,62844.0346516259,0.0,41299.19232647181,0.0,0.0,41299.19232647181,1337.061300669814,3421.0912747455554,3283.270529112971
2025-10-07,64042.10135497454,21.337748806200466,41221.42616146882,0.0,105.73074916345168,41327.15691063227,2117.2902461557514,3283.270529112971,3492.296324479417
2025-10-08,62005.70246485966,0.0,39208.79400496597,0.0,0.0,39208.79400496597,3646.079518986847,3492.296324479417,1613.955107596542
2025-10-09,64198.62623688624,0.0,40055.354055857184,0.0,0.0,40055.354055857184,4557.129316775705,1613.955107596542,1539.590056831377
2025-10-10,30754.351803122165,72.3549105846163,12488.528694580364,0.0,187.60860897034067,12676.137303550704,18604.691262875967,1539.590056831377,1260.2666653026906
2025-10-11,33512.21598461793,0.0,13925.607141144501,0.0,0.0,13925.607141144501,15145.772155586772,1260.2666653026906,2218.814216452068
2025-10-12,65995.35700353023,20.527878838847982,41276.456707446065,0.0,103.10127146811399,41379.55797891418,4195.677712395431,2218.814216452068,1748.7651877887859
2025-10-13,67102.3767785991,0.0,42191.732875319634,0.0,0.0,42191.732875319634,5640.311430628719,1748.7651877887859,2175.8503405964143
2025-10-14,66060.67718857242,0.0,41985.63026662088,0.0,0.0,41985.63026662088,1483.3409916875523,2175.8503405964143,1794.2500074836082
2025-10-15,66704.96786313609,0.0,42017.90787991842,0.0,0.0,42017.90787991842,804.7226734442509,1794.2500074836082,1525.0146873210224
2025-10-16,68392.49541120221,1130.0192411255805,43310.69709999092,0.0,7361.373154898194,50672.07025488911,2473.614165341385,1525.0146873210224,1482.1993616350162
2025-10-17,32736.036735605147,0.0,13597.609234074484,0.0,0.0,13597.609234074484,13696.796422751986,1482.1993616350162,1431.769509659544
2025-10-18,33158.79660650698,0.0,13610.358605516234,0.0,0.0,13610.358605516234,13426.743335870338,1431.769509659544,1806.5931035727685
2025-10-19,70694.49440399121,369.44328835672866,45142.58683600261,0.0,2380.3645886457157,47522.95142464832,3153.4954717639066,1806.5931035727685,1518.0267763624406
2025-10-20,71642.1309313022,436.82693986444156,45709.836786978136,0.0,2315.8786815994235,48025.71546857756,3535.086935653614,1518.0267763624406,1392.945577468412
2025-10-21,72367.81742958128,0.0,46753.34804688031,0.0,0.0,46753.34804688031,1438.6995213931289,1392.945577468412,1637.025489050808
2025-10-22,72616.42342871202,646.5438540743859,46657.57465544199,0.0,3471.241301347145,50128.815956789134,3763.57639803937,1637.025489050808,1333.794073824395
2025-10-23,74164.85977150997,0.0,47202.37954838014,0.0,0.0,47202.37954838014,6149.5016015588435,1333.794073824395,1657.8493262719612
2025-10-24,33173.55254532302,177.70731480367857,13849.685653344455,0.0,779.5400230441992,14629.225676388654,11828.604403261255,1657.8493262719612,1493.4727542388066
2025-10-25,33798.23682108804,123.55290375958307,14052.042055281585,0.0,521.2107049953463,14573.252760276931,11156.192953218619,1493.4727542388066,1427.4266390851626
2025-10-26,74576.7774038952,0.0,48120.61136250986,0.0,0.0,48120.61136250986,5415.738072790352,1427.4266390851626,1909.4640001204143
2025-10-27,73616.92326396007,45.37902580041646,47129.340219524165,0.0,265.43765755976153,47394.77787708393,6371.419925163308,1909.4640001204143,1439.5249693937117
2025-10-28,73436.51530823152,0.0,47596.34790716856,0.0,0.0,47596.34790716856,3081.0608038880673,1439.5249693937117,1729.3407001114656
2025-10-29,73237.00965119671,769.4469508384584,48025.48499795489,0.0,4701.724604895589,52727.209602850475,834.8816253616699,1729.3407001114656,1396.9674855316648
2025-10-30,75081.98218809004,3.641833333333352,49354.86915153658,0.0,18.13268816666676,49373.00183970325,6030.952330905853,1396.9674855316648,1504.894980683127
2025-10-31,34577.07545076241,0.0,14637.98905313663,0.0,0.0,14637.98905313663,7107.13400728245,1504.894980683127,1836.7209154990742
2025-11-01,34623.01326354907,0.0,14364.67940963883,0.0,0.0,14364.67940963883,8470.110823557681,1836.7209154990742,1993.7372046916844
2025-11-02,76973.93574317388,96.65531090491083,50712.24934529584,0.0,616.757538884236,51329.006884180075,4354.722300434283,1993.7372046916844,1520.3995182925546
2025-11-03,78228.35637035346,0.0,52253.847790451306,0.0,0.0,52253.847790451306,4260.752000478144,1520.3995182925546,1848.4504354362173
2025-11-04,77462.69929758698,163.21500716411245,50988.784301239386,0.0,1033.2354147401084,52022.01971597949,6422.354562562288,1848.4504354362173,1451.298396439521
2025-11-05,78402.13138274066,0.0,52478.31031387893,0.0,0.0,52478.31031387893,3933.9588764454397,1451.298396439521,1919.38534107347
2025-11-06,77104.59547863621,758.7309887571071,51944.81781029157,0.0,4189.594363845155,56134.41217413673,2672.0592887345438,1919.38534107347,1492.938478023284
2025-11-07,35274.95006929567,0.0,14907.431552055252,0.0,0.0,14907.431552055252,8276.707343908169,1492.938478023284,1744.874922587118
2025-11-08,35312.613340594995,0.0,14947.212165225548,0.0,0.0,14947.212165225548,7962.24174475371,1744.874922587118,1834.4548855133428
2025-11-09,78826.9022499145,0.0,53092.17034940169,0.0,0.0,53092.17034940169,3342.102796799803,1834.4548855133428,1767.923535121987
2025-11-10,79656.3251317053,100.36761141891789,54643.6964551618,0.0,616.8185993587565,55260.515054520554,1867.927993471601,1767.923535121987,1534.8625086791824
2025-11-11,80436.83512155377,0.0,54495.489086029935,0.0,0.0,54495.489086029935,4550.7375106921445,1534.8625086791824,1806.6179359267294
2025-11-12,80453.40282262902,11.773333333333426,54615.01106639385,0.0,60.579686666667136,54675.59075306051,5286.387763090711,1806.6179359267294,1880.2913454668
2025-11-13,80507.97715784374,0.0,55393.39660818581,0.0,0.0,55393.39660818581,3914.992539247111,1880.2913454668,1918.0850469443158
2025-11-14,36317.49008159204,0.0,15468.800639334211,0.0,0.0,15468.800639334211,5168.1448603276785,1918.0850469443158,2049.992386381963
2025-11-15,35978.23831055412,0.0,15537.598476763837,0.0,0.0,15537.598476763837,4480.170367018138,2049.992386381963,1729.090513453882
2025-11-16,81819.30118825636,0.0,56470.8412164332,0.0,0.0,56470.8412164332,3266.4844330312244,1729.090513453882,1741.974622856173
2025-11-17,82972.18300276887,0.0,56954.969820255326,0.0,0.0,56954.969820255326,5636.701693007261,1741.974622856173,2201.1617200799706
2025-11-18,81959.91429531657,0.0,56865.042700372425,0.0,0.0,56865.042700372425,3115.425153693486,2201.1617200799706,2053.0449900128465
2025-11-19,82044.02921851035,0.0,57696.026358014045,0.0,0.0,57696.026358014045,2959.8794625094824,2053.0449900128465,1595.5141777752183
2025-11-20,83237.85790096244,0.0,57257.65672050991,0.0,0.0,57257.65672050991,4162.761004361208,1595.5141777752183,1776.1189091972196
2025-11-21,36782.59115498251,0.0,16050.068344886819,0.0,0.0,16050.068344886819,4184.99473954704,1776.1189091972196,1968.8427375509523
2025-11-22,41102.1932870968,0.0,17275.699667396228,0.0,0.0,17275.699667396228,2652.823796043247,1968.8427375509523,6214.529141267643
2025-11-23,83185.21660886962,0.0,57552.2837770793,0.0,0.0,57552.2837770793,3586.945380445445,6214.529141267643,6299.983363314276
2025-11-24,82531.6949162652,18.83966666666663,56939.28737332067,0.0,99.5299589999998,57038.81733232067,4833.721493235717,6299.983363314276,5954.604416693895
2025-11-25,83099.61542483297,0.0,56922.85939241898,0.0,0.0,56922.85939241898,2328.5501691114882,5954.604416693895,6229.130469497129
2025-11-26,83163.87955852388,32.99316666666664,57875.52336652992,0.0,177.73418883333318,58053.25755536325,1825.6114260582137,6229.130469497129,6627.1164598235855
2025-11-27,83071.27060635074,0.0,58000.9069958168,0.0,0.0,58000.9069958168,3510.185301548995,6627.1164598235855,6273.798561244756
2025-11-28,36974.656241505654,46.45391072987326,15499.528763819793,0.0,232.80377362275982,15732.332537442553,2452.6281625925926,6273.798561244756,6314.371940340515
2025-11-29,37862.80729117067,460.1517360954701,15987.09137818768,0.0,2253.132975791469,18240.22435397915,144.61730240829638,6314.371940340515,5978.352160658681
2025-11-30,85677.317367473,6.062833333333515,60207.707963940804,0.0,32.518006583334305,60240.22597052414,700.2824939387604,5978.352160658681,6259.496322722941
2025-12-01,86224.81973158263,5004.422721566123,63997.42496083899,0.0,33422.23287300272,97419.65783384172,744.4760804098472,6259.496322722941,6078.482717446004
2025-12-02,86732.39561840048,6035.144795235931,65483.55852975576,0.0,41389.69560184274,106873.2541315985,68.18438131768289,6078.482717446004,6036.61066656899
2025-12-03,88466.90330672186,3187.6051159205663,67046.1371068971,0.0,21122.55483582074,88168.69194271785,179.51267334899626,6036.61066656899,5926.566002857553
2025-12-04,88741.32787706997,3405.991968469566,67058.47482755841,0.0,21426.12333056485,88484.59815812326,1007.2031613304717,5926.566002857553,5978.640481527452
2025-12-05,42893.74637438367,2296.4345326742873,19053.297658555635,0.0,12854.819715355901,31908.117373911537,188.2576652359934,5978.640481527452,5783.344613568484
2025-12-06,43603.36589294596,4098.603401032538,19703.857463625725,0.0,24127.122588618244,43830.98005224397,56.5379043775564,5783.344613568484,6072.773120719941
2025-12-07,90390.7849386489,2024.1147175914862,68287.8302448905,0.0,14269.356839195854,82557.18708408636,318.2784830268107,6072.773120719941,6065.824667551801
2025-12-08,96543.19280674329,0.0,72624.836309539,0.0,0.0,72624.836309539,3801.363545057048,6065.824667551801,6458.657084873123
2025-12-09,96219.27909001884,45.95780791591301,71687.76190644111,0.0,339.7956258128693,72027.55753225398,4534.974329126186,6458.657084873123,6268.799742852793
2025-12-10,96182.15625324535,0.0,72669.32456096448,0.0,0.0,72669.32456096448,3146.995519989095,6268.799742852793,6305.39233162125
2025-12-11,96847.28031789596,0.0,71840.91503729082,0.0,0.0,71840.91503729082,6406.6529840077455,6305.39233162125,6422.203708056266
2025-12-12,49501.40591513022,0.0,22488.646610013842,0.0,0.0,22488.646610013842,1767.6459251884207,6422.203708056266,6505.260458403433
2025-12-13,50659.12325722514,0.0,23124.812521814667,0.0,0.0,23124.812521814667,2797.2924272654272,6505.260458403433,6483.222042086432
2025-12-14,97033.22884161107,0.0,74092.5487382795,0.0,0.0,74092.5487382795,3986.3755880790804,6483.222042086432,6380.604788125002
2025-12-15,98548.30830630587,0.0,75093.97033913914,0.0,0.0,75093.97033913914,4763.343341089842,6380.604788125002,6390.905181347403
2025-12-16,99249.18204924915,0.0,75294.82975567161,0.0,0.0,75294.82975567161,5372.738011322437,6390.905181347403,6434.720395696677
2025-12-17,99129.55789572651,0.0,74979.93270179848,0.0,0.0,74979.93270179848,6630.0563677253695,6434.720395696677,6330.718103234315
2025-12-18,98445.5621196246,0.0,73985.55338155937,0.0,0.0,73985.55338155937,6581.517432902739,6330.718103234315,6377.7752508573785
2025-12-19,51936.237197873386,0.0,23770.811482823607,0.0,0.0,23770.811482823607,5499.457213827674,6377.7752508573785,6154.268197066318
2025-12-20,52494.01365569109,0.0,23942.22515272684,0.0,0.0,23942.22515272684,5581.462443310722,6154.268197066318,6363.136293035098
2025-12-21,98690.29216380056,0.0,74565.00489883914,0.0,0.0,74565.00489883914,4923.136051325109,6363.136293035098,6427.908810349454
2025-12-22,97977.55477147891,109.17277318877223,74732.24257315054,0.0,533.2050640237962,75265.44763717434,5015.12820448126,6427.908810349454,6132.034688789641
2025-12-23,98796.05623468642,0.0,74591.1667566021,0.0,0.0,74591.1667566021,6802.539228789245,6132.034688789641,6490.62479727119
2025-12-24,97939.37968418651,3.941707485182519,73737.90679154651,0.0,25.78467951432145,73763.69147106084,5983.808793209702,6490.62479727119,6200.914734761857
2025-12-25,97847.04668670963,0.0,73776.20222678015,0.0,0.0,73776.20222678015,5636.486240094495,6200.914734761857,6259.662429215481
2025-12-26,51695.60752472009,0.0,23631.791157771862,0.0,0.0,23631.791157771862,4081.534445412809,6259.662429215481,6880.654658211133
2025-12-27,51189.23989842367,0.0,22883.057606455448,0.0,0.0,22883.057606455448,4275.081854276867,6880.654658211133,6579.6941198813565
2025-12-28,97885.91916580548,8.410425537297442,73375.44049966092,0.0,62.3086375930681,73437.749137254,6807.761938661417,6579.6941198813565,6523.8784071319815
2025-12-29,97686.86723784622,0.0,73340.74569240946,0.0,0.0,73340.74569240946,6138.896648999231,6523.8784071319815,6346.077327420883
2025-12-30,96921.35025990443,0.0,71859.37117539646,0.0,0.0,71859.37117539646,6355.72437207313,6346.077327420883,6334.391908017459
2025-12-31,95879.67620692254,0.0,71769.51825789778,0.0,0.0,71769.51825789778,3003.564996573268,6334.391908017459,6047.609775955853
