date,plan_kwh,emg_kwh,total_kwh,cost_plan,cost_emg,cost_total,charge_kwh,dischg_kwh,dump_kwh,E0,E144,E_min,E_max,emg_segments,emg_events,load_kwh,pv_kwh,params,rule
2025-05-24,27797.395037,0.0,27797.395037,15510.885069,0.0,15510.885069,11346.78456,9099.464879,21795.573973,3218.555979,3320.14555,2001.977125,10800.0,0,0,74693.817817,70939.316433,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-25,60507.154666,0.0,60507.154666,37428.027346,0.0,37428.027346,15733.13759,13246.279503,9475.286396,3320.14555,2761.881045,1827.841625,10800.0,0,0,120319.8776,71774.867417,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-26,59814.537083,0.0,59814.537083,37069.060072,0.0,37069.060072,18500.704046,14833.820289,1567.820376,2761.881045,2930.492143,2051.473729,10800.0,0,0,119407.969367,64828.136417,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-27,60916.410733,0.0,60916.410733,37752.506112,0.0,37752.506112,16280.689504,13340.612142,8585.966071,2930.492143,2760.210316,1847.798546,10800.0,0,0,120046.82735,70656.46005,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-28,60413.760019,0.0,60413.760019,37323.138547,0.0,37323.138547,18211.223977,14559.052686,4487.764629,2760.210316,2973.586688,1839.5742,10800.0,0,0,119921.847217,67648.023117,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-29,60035.467938,16.842461,60052.310399,37005.885989,113.223442,37119.109431,18260.277558,15029.819664,2711.729006,2973.586688,2708.036863,1723.542235,10800.0,1,1,120439.314267,66329.190767,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-30,27617.792063,0.0,27617.792063,15096.405132,0.0,15096.405132,11961.397211,9430.705456,18490.867041,2708.036863,2994.732735,2119.157695,10800.0,0,0,74612.224483,68015.991217,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-31,27579.00623,0.0,27579.00623,15160.860517,0.0,15160.860517,11975.429981,9626.660475,16841.055173,2994.732735,3076.330302,1676.904574,10800.0,0,0,74778.332583,66389.151033,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-06-01,61434.249778,10545.113246,71979.363023,37737.463492,56753.147374,94490.610866,12778.905147,12039.610441,15.242018,3076.330302,1200.0,1200.0,9878.5672,70,5,128248.560033,57023.733733,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-06-02,66188.98843,7244.826575,73433.815004,40044.442044,42449.262964,82493.705008,19607.623076,15882.174692,1067.55917,1200.0,1200.0,1200.0,10535.394099,43,2,128080.536983,59439.729533,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-06-03,68569.354511,4008.074182,72577.428693,41585.540168,21375.654842,62961.19501,20878.184765,16911.32966,418.206754,1200.0,1200.0,1200.0,10782.756477,38,4,128076.840567,59884.473733,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-06-04,70343.976562,3357.876686,73701.853248,42580.863183,18740.846891,61321.710074,20479.688793,16588.547922,165.451561,1200.0,1200.0,1200.0,10349.01113,29,3,128539.843583,58894.582767,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-06-05,72200.555829,3703.50806,75904.063888,44011.363483,18857.759979,62869.123462,21583.093289,17482.305564,653.958147,1200.0,1200.0,1200.0,10800.0,34,3,128455.920667,57306.60265,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-06-06,31085.690812,4480.688324,35566.379136,16877.476951,25450.612429,42328.089379,13383.418657,10839.744599,2167.709678,1200.0,1200.916125,1200.0,10800.0,36,5,82747.415,51892.4196,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-06-07,35926.573635,247.0905,36173.664134,20394.358972,1590.975027,21985.333999,13905.744182,11064.76352,2206.170306,1200.916125,1421.9042,1200.0,10800.0,4,2,83156.75975,52030.246583,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-08,91342.018964,0.0,91342.018964,58120.467727,0.0,58120.467727,17250.366917,12156.47982,21063.2086,1421.9042,3440.034626,1421.9042,10800.0,0,0,128266.94665,63082.023383,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-09,86862.013467,0.0,86862.013467,55618.51741,0.0,55618.51741,18068.13904,14675.640938,12536.802632,3440.034626,3395.092053,1868.527644,10800.0,0,0,128169.187983,57236.47525,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-10,87323.121232,0.0,87323.121232,55949.274453,0.0,55949.274453,18837.990317,15270.292421,12136.979102,3395.092053,3382.29176,2132.579864,10800.0,0,0,127414.491783,55796.04755,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-11,88184.332259,18.036016,88202.368275,56232.650206,88.728181,56321.378387,22371.108516,17985.502275,7732.315718,3382.29176,3532.398008,1740.0,10800.0,1,1,128236.677317,52152.231,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-12,89639.603668,0.0,89639.603668,57640.041651,0.0,57640.041651,19320.618867,15370.97436,13237.567728,3532.398008,3842.094587,2356.757333,10800.0,0,0,127721.812983,55269.42155,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-13,41720.31862,0.0,41720.31862,24969.294667,0.0,24969.294667,12344.031287,9752.362507,10783.33614,3842.094587,4115.764404,2549.062307,10800.0,0,0,81889.5904,53544.2767,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-14,42038.752363,0.0,42038.752363,25104.158047,0.0,25104.158047,11263.537133,9366.738346,13948.610827,4115.764404,3845.460772,2561.416889,10800.0,0,0,82253.157117,56059.814367,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-15,90769.962016,0.0,90769.962016,58658.22482,0.0,58658.22482,19211.649244,14915.506402,15846.84484,3845.460772,4563.160201,2659.997283,10800.0,0,0,127368.884517,56741.910183,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-16,89909.680301,0.0,89909.680301,58260.29974,0.0,58260.29974,19337.633167,15753.125682,13631.119999,4563.160201,4463.557071,2499.033201,10800.0,0,0,127618.632017,54924.5792,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-17,89785.002571,0.0,89785.002571,58051.546161,0.0,58051.546161,18554.385044,15442.266303,12035.872614,4463.557071,4004.429941,2266.912297,10800.0,0,0,127311.7546,52674.743383,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-18,91655.96003,0.0,91655.96003,59292.66007,0.0,59292.66007,17147.745622,13545.976799,17125.800308,4004.429941,4386.315668,2452.49474,10800.0,0,0,126909.078917,55980.688017,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-19,90375.706889,0.0,90375.706889,58628.27333,0.0,58628.27333,17817.688612,14571.942086,18870.456164,4386.315668,4231.188656,2322.117374,10800.0,0,0,127349.0669,59089.5627,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-20,41736.828812,0.0,41736.828812,25320.950401,0.0,25320.950401,10979.231121,8602.031239,16959.04808,4231.188656,4554.684177,2939.534333,10800.0,0,0,81137.079717,58736.498867,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-21,40911.63992,0.0,40911.63992,24901.800303,0.0,24901.800303,11450.667823,8961.212083,19087.443779,4554.684177,4903.382903,2754.157648,10800.0,0,0,81408.0648,62073.3244,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-22,86986.12489,0.0,86986.12489,56347.951061,0.0,56347.951061,17018.417714,14194.509327,16704.875404,4903.382903,4448.281816,2416.289322,10800.0,0,0,126539.461917,59082.120817,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-23,87237.047094,0.0,87237.047094,56296.768263,0.0,56296.768263,18148.106109,14795.205507,16822.860493,4448.281816,4342.460083,2585.330584,10800.0,0,0,126690.873083,59629.587083,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-24,86155.047639,1082.609042,87237.656681,55622.212231,5186.394412,60808.606644,21330.093837,17040.884512,6679.655106,4342.460083,4605.228412,1740.0,10800.0,10,1,127112.845017,50844.052767,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-25,87861.523913,0.0,87861.523913,56796.460625,0.0,56796.460625,18766.258949,15343.580287,14001.423885,4605.228412,4446.438925,2524.463698,10800.0,0,0,126310.408433,55872.987067,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-26,88509.358023,0.0,88509.358023,57417.84978,0.0,57417.84978,17670.245846,14558.558946,17850.28729,4446.438925,4173.48358,2397.69202,10800.0,0,0,126697.445367,59150.061533,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-27,40133.388599,0.0,40133.388599,24179.55376,0.0,24179.55376,11962.840234,8960.637029,17359.539527,4173.48358,4983.776425,2804.246444,10800.0,0,0,79563.255,59791.609133,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-28,39108.125249,0.0,39108.125249,23630.587299,0.0,23630.587299,10568.07439,8749.838452,15512.963195,4983.776425,4773.000651,2980.085667,10800.0,0,0,80661.5728,58884.646683,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-29,86782.339023,0.0,86782.339023,56177.847992,0.0,56177.847992,17090.787021,13898.23335,14322.016819,4773.000651,4712.22747,2547.589528,10800.0,0,0,126384.808717,57117.040183,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-06-30,85787.531432,0.0,85787.531432,55501.913707,0.0,55501.913707,17493.261741,14793.852711,13210.438419,4712.22747,4018.548913,2423.194834,10800.0,0,0,125947.320583,56069.6366,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-01,85909.564535,1441.441222,87351.005756,55161.554808,5258.175464,60419.730272,17352.139805,16591.927264,7724.249182,4018.548913,1200.0,1200.0,10800.0,29,9,141546.851067,62680.307033,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-02,86479.412971,1735.868594,88215.281565,54556.430866,6263.742903,60820.17377,18223.656285,14739.837359,11826.696273,1200.0,1223.693591,1200.0,10800.0,33,7,141198.658217,68293.89185,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-03,84029.908094,2203.238035,86233.146129,52978.557873,9467.990274,62446.548147,21324.809116,17221.581925,2369.500004,1223.693591,1280.930768,1200.0,10800.0,42,7,141565.538633,61805.1197,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-04,39017.178351,2503.392337,41520.570689,22868.443284,8946.823491,31815.266775,13260.686114,10813.993443,10193.010551,1280.930768,1200.0,1200.0,10800.0,54,8,95795.06575,66914.198283,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-05,40034.909814,1849.496584,41884.406398,23167.963593,9295.637714,32463.601306,13612.871012,11019.168882,10500.624302,1200.0,1208.062931,1200.0,10800.0,34,9,95872.8349,67082.754933,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-06,81057.171529,3668.07392,84725.245449,50445.708963,19050.254378,69495.963341,22220.810014,18006.112749,716.566634,1208.062931,1200.0,1200.0,10695.869622,46,8,141244.57465,61450.5931,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-07,82341.418768,344.944362,82686.363131,51461.314305,1583.259693,53044.573998,20031.55792,16039.734775,5285.057219,1200.0,1406.4746,1200.0,10800.0,11,4,141495.39415,68085.911383,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-08,92281.52072,0.0,92281.52072,58694.199736,0.0,58694.199736,22418.009052,16090.028196,10382.152847,1406.4746,3704.873641,1406.4746,10800.0,0,0,141285.227,65713.839983,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-09,89117.916335,0.0,89117.916335,57266.488265,0.0,57266.488265,18825.954631,15006.760868,11239.997556,3704.873641,3974.054066,2354.323779,10800.0,0,0,140590.704967,66531.97995,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-10,88851.344353,0.0,88851.344353,57282.549156,0.0,57282.549156,18556.663272,15273.585932,12714.64363,3974.054066,3704.399975,2108.953134,10800.0,0,0,140463.54225,67609.918867,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-11,46193.730265,0.0,46193.730265,28622.956956,0.0,28622.956956,12707.995295,10109.325091,11076.28291,3704.399975,3909.012306,2425.567132,10800.0,0,0,94741.0884,62222.31125,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-12,46212.142592,0.0,46212.142592,28503.007548,0.0,28503.007548,12060.206617,10026.74118,13094.433822,3909.012306,3622.374728,2179.425526,10800.0,0,0,95318.3711,64234.127767,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-13,89999.578125,15.523963,90015.102087,57837.40531,104.359839,57941.765149,17380.758441,13862.781139,17229.404385,3622.374728,3861.967171,2272.255714,10800.0,1,1,139893.366483,70625.646083,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-14,88334.44657,0.0,88334.44657,56567.90429,0.0,56567.90429,17056.242332,13873.866719,13344.391741,3861.967171,3797.177804,2113.792258,10800.0,0,0,141062.423467,69254.74425,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-15,91080.606122,0.0,91080.606122,58745.241691,0.0,58745.241691,17579.969978,13110.681661,13862.267222,3797.177804,5051.726716,2741.134654,10800.0,0,0,139545.162667,66796.112083,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-16,89087.514992,0.0,89087.514992,57470.111251,0.0,57470.111251,16419.303491,13673.453417,14207.101534,5051.726716,4636.373839,2535.095287,10800.0,0,0,140365.265383,68230.702,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-17,89305.647105,0.0,89305.647105,57616.652334,0.0,57616.652334,18874.057671,15238.217822,12949.39119,4636.373839,4691.672607,2724.30706,10800.0,0,0,139569.159283,66848.743217,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-18,47250.090155,0.0,47250.090155,29551.266991,0.0,29551.266991,11732.045504,9401.801801,13645.598352,4691.672607,4804.067116,2676.350382,10800.0,0,0,93698.0732,62423.8251,"α=0.90, ρ=0.9, λ=0.00",greedy
2025-07-19,41697.397999,0.0,41697.397999,25660.188548,0.0,25660.188548,10588.012769,10503.667659,14430.233839,4804.067116,2662.536765,1801.2921,10800.0,0,0,94564.5224,67381.70335,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-20,82943.869067,0.0,82943.869067,52821.4325,0.0,52821.4325,19360.614166,15479.022037,6972.298721,2662.536765,2888.176139,2002.092316,10800.0,0,0,138750.538767,66660.56055,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-21,83860.639877,0.0,83860.639877,53380.846446,0.0,53380.846446,20145.197663,16093.60692,5819.299783,2888.176139,3137.06857,2054.274865,10800.0,0,0,138442.8198,64453.07045,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-22,84301.974049,0.0,84301.974049,53686.929244,0.0,53686.929244,19643.43045,16227.650679,7091.049661,3137.06857,2785.432999,1874.192063,10800.0,0,0,139514.858817,65719.7142,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-23,84847.049541,0.0,84847.049541,53921.500693,0.0,53921.500693,21029.167854,16894.759865,6496.094436,2785.432999,2939.728661,1928.045019,10800.0,0,0,139450.03365,65233.486533,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-24,84424.409671,0.0,84424.409671,53780.673416,0.0,53780.673416,19855.415195,15668.086079,6620.608555,2939.728661,3400.617804,2092.341632,10800.0,0,0,138902.217517,65285.745517,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-25,43408.734415,0.0,43408.734415,26473.454508,0.0,26473.454508,11951.793706,9812.357566,14763.978709,3400.617804,3254.612621,2066.862996,10800.0,0,0,92354.839683,65849.520117,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-26,44050.720688,0.0,44050.720688,26968.848101,0.0,26968.848101,12427.35299,10068.607062,13222.883193,3254.612621,3251.889133,1974.62606,10800.0,0,0,93187.689933,64718.598367,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-27,83555.425327,851.891713,84407.317039,53224.197798,4447.732526,57671.930324,20694.133757,16807.896771,6835.890254,3251.889133,3201.168657,1843.338587,10800.0,7,1,138110.196283,64425.006483,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-28,83963.057923,121.279726,84084.337649,53473.512584,587.8128,54061.325384,20960.30076,17334.854564,2504.014219,3201.168657,2804.489826,1450.543871,10800.0,6,2,138228.998433,60274.1212,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-29,86316.493721,0.0,86316.493721,54913.857805,0.0,54913.857805,20542.647418,16361.873862,6066.474215,2804.489826,3113.012655,1883.655714,10800.0,0,0,138314.745117,62245.499167,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-30,86028.965269,0.0,86028.965269,54862.270671,0.0,54862.270671,19607.269634,15745.105548,8063.547134,3113.012655,3264.993605,2127.735608,10800.0,0,0,138424.364433,64321.110383,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-07-31,84767.303663,0.0,84767.303663,53951.609258,0.0,53951.609258,19847.839093,16559.808808,6784.277111,3264.993605,2728.261225,1681.444312,10800.0,0,0,137423.313717,62728.31745,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-01,42601.159006,0.0,42601.159006,25676.956491,0.0,25676.956491,12267.645574,9839.01074,18921.164506,2728.261225,2836.908086,1722.792467,10800.0,0,0,92719.4241,71468.064433,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-02,41987.415147,0.0,41987.415147,25380.078961,0.0,25380.078961,12261.04057,9894.219892,18693.569537,2836.908086,2878.26694,1813.207671,10800.0,0,0,91562.244217,70635.219283,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-03,79910.758027,95.814829,80006.572855,50572.793718,645.758431,51218.552148,16874.585334,14717.690123,15010.197661,2878.26694,1712.404715,1384.127708,10800.0,5,2,138062.48615,75223.006167,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-04,78348.564702,15.481891,78364.046593,49430.879106,104.23957,49535.118676,18740.975496,14703.12047,8910.536483,1712.404715,2242.482139,1705.471759,10800.0,1,1,138312.10695,72896.451867,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-05,75558.723292,0.0,75558.723292,48008.38393,0.0,48008.38393,18240.900372,14933.929536,7099.442722,2242.482139,2066.037434,1781.806351,10800.0,0,0,136458.497283,71306.18755,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-06,74588.383951,498.291658,75086.675609,47375.012757,1971.345622,49346.358379,18388.748578,15511.348269,4094.876034,2066.037434,1381.079744,1203.405445,10800.0,7,1,136716.0878,68601.688533,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-07,74212.07757,9.407046,74221.484616,47293.702553,63.558706,47357.261259,19500.160021,15326.451353,6659.790698,1381.079744,1901.833371,1381.079744,10800.0,1,1,136850.754467,73462.769217,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-08,40443.790959,0.0,40443.790959,23942.359907,0.0,23942.359907,13433.515382,10604.180413,21839.284739,1901.833371,2209.574534,1745.028,10800.0,0,0,90703.216117,74928.044867,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-09,39420.26269,0.0,39420.26269,23404.834505,0.0,23404.834505,12821.608324,10622.603896,18299.329262,2209.574534,1946.128808,1680.584052,10800.0,0,0,90303.83175,71381.90275,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-10,71299.349448,8.847237,71308.196685,45725.801884,59.67019,45785.472073,18907.535177,15178.482792,2274.52525,1946.128808,2097.929587,1600.410907,10800.0,1,1,136535.444717,71230.825667,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-11,71863.151805,152.463411,72015.615216,45806.126964,1027.781637,46833.908601,19664.809609,16278.676022,4068.228296,2097.929587,1708.840434,1286.457459,10800.0,6,2,136422.263517,71861.010183,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-12,71062.89757,1084.763707,72147.661277,45155.547071,6849.741949,52005.28902,19067.829454,15456.03806,775.326233,1708.840434,1696.51132,1200.0,10800.0,19,5,136637.5967,68877.05305,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-13,71968.212499,136.631781,72104.84428,45748.436689,925.181627,46673.618316,19631.653128,15595.064879,1947.276581,1696.51132,2037.14927,1463.200549,10800.0,5,2,136547.997183,70427.017733,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-14,71375.840926,843.803618,72219.644544,45407.290625,4701.220506,50108.511131,19523.476567,16173.567767,2943.444762,2037.14927,1637.647327,1200.0,10800.0,15,4,135936.055367,70009.764383,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-15,39491.015344,0.0,39491.015344,23263.362272,0.0,23263.362272,13941.560186,11239.118643,19628.846917,1637.647327,1697.141892,1367.925419,10800.0,0,0,89968.057767,72808.330883,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-16,39520.256625,0.0,39520.256625,23256.034843,0.0,23256.034843,13545.925215,10993.565972,20038.617015,1697.141892,1673.401283,1215.012888,10800.0,0,0,90183.53035,73254.249983,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-17,71045.261355,118.698058,71163.959413,45306.606688,799.728832,46106.33552,20289.14711,16271.679175,3981.097862,1673.401283,1853.990154,1350.618219,10800.0,6,2,135369.1165,72203.722883,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-18,70481.162932,196.919672,70678.082604,44925.115895,1336.19739,46261.313284,20850.983213,16774.113476,2207.09725,1853.990154,1981.971183,1465.968199,10800.0,5,3,135710.174717,71316.0591,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-19,70312.084652,151.800134,70463.884786,44953.2212,1024.089363,45977.310563,19175.403896,15771.860697,2742.681537,1981.971183,1715.545026,1412.379598,10800.0,4,2,135364.482883,71046.822833,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-20,70430.880283,4105.495192,74536.375476,44952.163303,22987.799281,67939.962584,18414.405866,15180.715769,651.994312,1715.545026,1421.048339,1200.0,10800.0,39,8,135048.053667,64397.3626,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-21,72173.196319,19.879339,72193.075658,45984.358417,134.0133,46118.371717,19095.067658,15236.333703,2489.923219,1421.048339,1677.349562,1362.139672,10800.0,2,2,134971.7989,69127.380417,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-22,39557.399786,590.764733,40148.16452,23162.444728,3441.069846,26603.514574,13745.212178,11299.139044,16471.521986,1677.349562,1493.441584,1200.0,10800.0,12,4,90531.7304,69301.161,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-23,40007.19522,0.0,40007.19522,23507.578237,0.0,23507.578237,13667.460825,10983.863524,14793.591769,1493.441584,1589.863522,1399.739465,10800.0,0,0,89697.146233,67167.140083,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-24,73065.877431,0.803789,73066.68122,46516.048497,5.414722,46521.46322,20093.912142,16284.819916,5523.999511,1589.863522,1580.140099,1301.914266,10800.0,1,1,135068.0714,71334.481917,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-25,72992.559696,2017.776152,75010.335848,46518.421231,10244.41434,56762.835571,19049.71441,15476.892992,664.427414,1580.140099,1528.335299,1200.0,10800.0,29,4,134511.61375,63738.526733,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-26,74122.132898,15.062808,74137.195707,47151.669108,105.078151,47256.747259,20535.415785,16265.727847,4338.689385,1528.335299,1937.178564,1395.701359,10800.0,1,1,134368.963933,68840.14555,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-27,73182.097699,336.88453,73518.982229,46876.766982,1745.270236,48622.037218,20602.180439,16847.916143,1850.569066,1937.178564,1759.234134,1408.300811,10800.0,5,2,133788.3821,65874.233233,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-28,73605.061383,1413.920811,75018.982194,47149.453344,7612.14446,54761.597803,19513.951334,16031.618967,768.854843,1759.234134,1508.880372,1200.0,10800.0,27,5,134543.816567,63776.021583,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-29,41257.693422,0.0,41257.693422,24552.14044,0.0,24552.14044,14833.978132,11623.247498,15491.742438,1508.880372,1944.741248,1508.880372,10800.0,0,0,88328.33255,65773.1122,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-30,40654.907336,0.0,40654.907336,24171.704669,0.0,24171.704669,13133.993792,11065.56502,20073.75873,1944.741248,1470.263416,1341.772902,10800.0,0,0,89025.087583,70512.36775,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-08-31,74708.879508,46.014008,74754.893515,47651.405516,313.075291,47964.480808,20831.81355,16315.67879,3592.135672,1470.263416,2090.363623,1339.546368,10800.0,3,3,133365.359833,66718.73675,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-01,74168.101008,0.0,74168.101008,47274.877833,0.0,47274.877833,19958.562408,12960.893437,13596.297504,2090.363623,5652.077082,2090.363623,10800.0,0,0,121263.619267,67689.484733,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-02,69493.656101,0.0,69493.656101,45166.962034,0.0,45166.962034,17957.520069,14723.384861,12201.765044,5652.077082,5454.528631,2377.235678,10800.0,0,0,121532.82415,67475.0683,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-03,69178.932122,0.0,69178.932122,44930.579693,0.0,44930.579693,15900.49366,12996.289105,10727.010316,5454.528631,5324.651697,3016.273565,10800.0,0,0,121433.716433,65885.999183,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-04,69758.968883,0.0,69758.968883,45352.747617,0.0,45352.747617,17558.438912,14184.865967,12459.830388,5324.651697,5366.284532,2862.997741,10800.0,0,0,121061.173033,67135.607483,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-05,36292.010032,0.0,36292.010032,22253.933666,0.0,22253.933666,12739.708002,10017.273422,26745.313785,5366.284532,5701.717932,3381.623296,10800.0,0,0,75132.98045,68308.718783,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-06,36321.338315,0.0,36321.338315,22347.658241,0.0,22347.658241,13455.3722,10513.750113,25658.632528,5701.717932,6129.608342,3611.312956,10800.0,0,0,75826.374167,68105.290467,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-07,67107.813696,0.0,67107.813696,44021.820499,0.0,44021.820499,16912.407168,14431.505095,9665.928006,6129.608342,5315.769132,2658.922019,10800.0,0,0,120781.009033,65820.025417,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-08,59439.282058,778.516917,60217.798975,37991.939619,3154.871795,41146.811414,15745.263965,15873.324639,950.290116,5315.769132,1849.479324,1219.534049,10800.0,17,3,121400.592433,62005.0229,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-09,64709.726476,0.0,64709.726476,40646.048536,0.0,40646.048536,19708.502984,15352.965064,7251.354289,1849.479324,2528.281939,1785.741041,10800.0,0,0,121082.235583,67979.401317,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-10,63159.827183,2247.186678,65407.013862,39951.635648,12240.499963,52192.135611,19174.605296,15973.650373,890.060289,2528.281939,2036.926291,1204.893611,10800.0,31,5,121274.788483,59958.789833,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-11,65034.134404,0.0,65034.134404,40830.664962,0.0,40830.664962,20297.062649,15999.045751,7240.031723,2036.926291,2527.565174,1849.567111,10800.0,0,0,120746.77835,67250.692567,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-12,32046.695319,0.0,32046.695319,18199.893476,0.0,18199.893476,13766.846845,11074.355008,17802.547283,2527.565174,2612.888437,1470.005042,10800.0,0,0,75687.227117,64135.570917,"α=0.70, ρ=0.9, λ=0.00",greedy
2025-09-13,32436.116923,0.0,32436.116923,18388.164865,0.0,18388.164865,13703.824227,10961.886414,21687.077627,2612.888437,2766.456447,2052.844532,10800.0,0,0,75063.583117,67056.481633,"α=0.70, ρ=0.9, λ=0.00",greedy
